opportunity_id,account_id,sales_rep_id,stage_id,lead_source_id,industry_id,region_id,opportunity_value_usd,weighted_pipeline_value,created_date,stage_entry_date,stage_exit_date,closed_date,is_won,is_lost,loss_reason,days_in_stage,days_to_close,sales_cycle_days,forecast_amount_usd,forecast_stage,forecast_close_date,is_forecast_accurate,forecast_accuracy_variance_pct,proposal_template_version
2119,243,5,6,4,1,1,125026,18657,2024-07-19,2024-07-19,2024-09-09,2024-12-03,0,0,Budget,13,83,22,178803,Negotiation,2024-09-15,0,1,new
2120,310,2,5,3,1,1,58253,46890,2023-04-02,2023-04-02,2023-04-07,2023-07-19,0,1,Budget,76,56,33,38684,Negotiation,2023-05-13,0,1,new
2121,234,12,6,4,1,1,25117,174061,2024-12-10,2024-12-10,2025-03-07,2025-03-18,1,0,Competitor,61,90,15,69172,Negotiation,2025-01-25,0,1,new
2122,17,4,5,2,1,1,161803,112662,2024-06-25,2024-06-25,2024-08-22,2024-11-08,1,0,Competitor,110,104,93,40143,Negotiation,2024-09-10,0,1,new
2123,320,12,5,4,1,1,33679,147430,2024-06-09,2024-06-09,2024-09-02,2024-07-01,0,1,Timing,102,28,96,22527,Negotiation,2024-08-03,1,0,new
2124,42,4,4,2,1,1,167081,125120,2024-05-15,2024-05-15,2024-07-13,2024-07-30,0,0,No Decision,50,51,85,224434,Negotiation,2024-09-29,1,1,new
2125,44,7,6,3,1,1,204912,159037,2023-04-15,2023-04-15,2023-06-25,2023-08-23,0,1,No Decision,102,10,15,49496,Negotiation,2023-05-24,1,1,new
2126,50,6,5,1,1,1,33970,245639,2024-10-24,2024-10-24,2024-11-04,2024-11-25,0,0,Timing,84,106,89,20129,Negotiation,2025-01-19,0,1,new
2127,106,2,5,1,1,1,189904,189217,2024-01-11,2024-01-11,2024-02-28,2024-04-23,1,0,Timing,97,21,112,42870,Negotiation,2024-05-22,0,0,new
2128,86,11,5,4,1,1,171133,215205,2023-02-19,2023-02-19,2023-04-17,2023-05-10,0,1,Budget,50,93,110,106931,Negotiation,2023-03-15,1,1,new
2129,270,6,3,4,1,1,156823,144415,2023-08-30,2023-08-30,2023-10-29,2023-11-06,1,0,Timing,5,119,83,15392,Negotiation,2023-10-30,0,1,new
2130,88,7,5,1,1,1,98320,210120,2023-08-06,2023-08-06,2023-08-23,2023-12-20,0,0,Budget,17,71,44,204531,Negotiation,2023-09-26,1,1,new
2131,108,8,5,1,1,1,113893,238145,2024-03-22,2024-03-22,2024-04-14,2024-08-02,1,0,Budget,103,56,77,137972,Negotiation,2024-05-06,1,0,new
2132,139,4,5,2,1,1,115970,212839,2023-11-19,2023-11-19,2023-12-13,2024-03-16,0,0,Timing,67,115,107,171569,Negotiation,2023-12-31,0,0,new
2133,231,7,5,1,1,1,61320,227266,2023-02-19,2023-02-19,2023-02-26,2023-04-26,0,0,Timing,65,120,111,43248,Negotiation,2023-06-16,0,1,new
2134,266,6,3,3,1,1,44268,185840,2024-05-25,2024-05-25,2024-06-05,2024-06-15,1,0,No Decision,72,103,6,45419,Negotiation,2024-09-21,0,1,new
2135,217,5,2,2,1,1,114898,177029,2024-06-09,2024-06-09,2024-07-11,2024-07-04,0,0,No Decision,34,58,47,214014,Negotiation,2024-08-12,1,1,new
2136,240,2,4,1,1,1,127869,189200,2023-06-25,2023-06-25,2023-07-08,2023-08-19,0,1,Competitor,120,108,110,90441,Negotiation,2023-09-14,0,0,new
2137,123,4,1,2,1,1,206208,36330,2024-01-30,2024-01-30,2024-04-16,2024-04-27,0,1,Competitor,114,13,99,21374,Negotiation,2024-03-16,0,1,new
2138,119,10,5,1,1,1,84337,27865,2024-04-02,2024-04-02,2024-06-17,2024-08-15,0,1,Timing,78,101,65,175159,Negotiation,2024-07-22,1,1,new
2139,112,12,3,3,1,1,161267,19846,2023-08-10,2023-08-10,2023-09-27,2023-11-06,0,0,Timing,76,109,39,35234,Negotiation,2023-09-05,0,0,new
2140,205,12,6,2,1,1,51694,75402,2023-01-05,2023-01-05,2023-04-02,2023-04-30,1,0,Competitor,61,23,108,17802,Negotiation,2023-04-01,1,1,new
2141,127,6,6,4,1,1,165386,131348,2023-11-25,2023-11-25,2024-01-27,2024-03-19,1,0,Competitor,99,50,44,22829,Negotiation,2024-01-10,1,1,new
2142,282,12,2,3,1,1,33059,84674,2023-03-09,2023-03-09,2023-05-10,2023-06-08,0,1,No Decision,64,34,62,18058,Negotiation,2023-04-03,1,1,new
2143,103,10,5,4,1,1,19664,189712,2023-02-09,2023-02-09,2023-04-23,2023-03-19,1,0,No Decision,38,7,109,214547,Negotiation,2023-03-17,0,1,new
2144,244,5,5,2,1,1,142308,221259,2024-01-31,2024-01-31,2024-04-01,2024-03-13,1,0,No Decision,69,42,49,164385,Negotiation,2024-03-26,0,1,new
2145,183,6,4,4,1,1,199644,186648,2023-02-05,2023-02-05,2023-02-17,2023-05-27,0,1,Timing,49,67,7,145665,Negotiation,2023-02-27,1,1,new
2146,232,3,6,2,1,1,162003,243215,2023-09-19,2023-09-19,2023-10-12,2023-12-16,1,0,Budget,99,31,94,200161,Negotiation,2024-02-01,0,1,new
2147,69,7,7,3,1,1,216932,175832,2023-01-07,2023-01-07,2023-03-20,2023-04-03,1,0,Competitor,112,51,84,95687,Negotiation,2023-05-14,1,0,new
2148,215,4,5,3,1,1,94235,203219,2023-05-19,2023-05-19,2023-05-29,2023-08-08,0,1,Timing,99,102,26,34610,Negotiation,2023-06-19,0,0,new
2149,125,4,5,3,1,1,226048,82097,2023-11-24,2023-11-24,2024-02-22,2024-03-04,0,1,Competitor,76,11,101,26245,Negotiation,2023-12-19,1,0,new
2150,161,4,6,3,1,1,143705,215949,2023-08-04,2023-08-04,2023-08-16,2023-10-07,1,0,Competitor,120,16,44,52623,Negotiation,2023-09-04,0,0,new
2151,82,4,3,1,1,1,216082,156142,2023-12-26,2023-12-26,2024-03-02,2024-03-31,1,0,No Decision,118,112,9,30196,Negotiation,2024-03-20,1,0,new
2152,210,10,6,2,1,1,15618,33177,2023-08-14,2023-08-14,2023-08-21,2023-10-08,1,0,Budget,25,90,109,58435,Negotiation,2023-12-18,1,0,new
2153,299,10,5,1,1,1,157042,55660,2023-05-15,2023-05-15,2023-07-14,2023-08-04,0,0,Timing,110,97,36,59410,Negotiation,2023-09-18,0,0,new
2154,123,4,7,4,1,1,22724,207718,2024-02-26,2024-02-26,2024-04-21,2024-06-09,0,1,Budget,89,94,30,43098,Negotiation,2024-06-07,0,0,new
2155,224,11,5,2,1,1,242935,51862,2024-03-28,2024-03-28,2024-05-09,2024-07-30,1,0,Competitor,98,98,73,35842,Negotiation,2024-07-28,1,1,new
2156,292,7,5,1,1,1,57420,23627,2023-01-06,2023-01-06,2023-01-18,2023-05-15,0,0,Budget,75,100,22,179213,Negotiation,2023-05-10,1,1,new
2157,285,1,5,3,1,1,16219,84840,2024-03-29,2024-03-29,2024-05-12,2024-06-29,0,1,Competitor,109,28,91,150363,Negotiation,2024-07-04,1,0,new
2158,26,1,5,4,1,1,195110,218527,2023-06-10,2023-06-10,2023-07-11,2023-09-23,0,1,Competitor,21,21,106,44485,Negotiation,2023-08-01,1,1,new
2159,182,4,6,4,1,1,38794,221936,2023-06-15,2023-06-15,2023-07-01,2023-08-18,0,1,No Decision,86,114,64,40430,Negotiation,2023-10-07,0,0,new
2160,295,8,7,4,1,1,174111,76657,2023-08-13,2023-08-13,2023-08-30,2023-11-12,0,0,Timing,115,116,95,100258,Negotiation,2023-12-07,1,0,new
2161,218,1,5,3,1,1,241707,71544,2024-12-02,2024-12-02,2025-01-06,2025-02-08,1,0,Timing,105,55,115,174717,Negotiation,2025-01-26,0,0,new
2162,253,6,7,3,1,1,170276,201764,2023-05-09,2023-05-09,2023-05-19,2023-08-04,1,0,Timing,29,86,59,195336,Negotiation,2023-08-30,1,0,new
2163,193,10,5,1,1,1,122859,248125,2024-05-20,2024-05-20,2024-07-25,2024-06-14,0,0,Timing,52,43,48,122783,Negotiation,2024-09-08,0,1,new
2164,219,5,6,2,1,1,177024,152402,2024-06-26,2024-06-26,2024-08-04,2024-08-19,1,0,Competitor,108,36,30,223620,Negotiation,2024-10-05,1,1,new
2165,100,11,5,4,1,1,212747,30157,2023-06-03,2023-06-03,2023-06-23,2023-09-20,0,0,No Decision,22,52,104,220245,Negotiation,2023-09-26,0,0,new
2166,201,3,7,2,1,1,244520,46751,2024-07-18,2024-07-18,2024-07-24,2024-08-18,0,0,Budget,70,86,35,129023,Negotiation,2024-08-31,1,0,new
2167,197,4,6,1,1,1,28673,147509,2023-11-05,2023-11-05,2023-12-16,2023-12-17,0,0,Timing,81,105,71,184231,Negotiation,2024-01-19,1,0,new
2168,190,3,3,2,1,1,156425,49688,2024-02-10,2024-02-10,2024-03-12,2024-05-25,0,1,No Decision,88,53,10,227602,Negotiation,2024-05-30,1,1,new
2169,280,7,7,2,1,1,132899,210735,2024-04-06,2024-04-06,2024-06-29,2024-05-20,0,0,Timing,37,87,11,53718,Negotiation,2024-04-26,0,1,new
2170,117,9,6,3,1,1,33297,42835,2023-01-09,2023-01-09,2023-01-31,2023-03-17,1,0,Competitor,23,78,112,223124,Negotiation,2023-03-10,1,1,new
2171,8,6,6,4,1,1,148466,62232,2024-01-09,2024-01-09,2024-02-06,2024-05-27,0,1,No Decision,21,44,42,128032,Negotiation,2024-02-25,1,1,new
2172,223,10,5,4,1,1,15181,29009,2023-10-29,2023-10-29,2023-11-17,2024-01-05,1,0,Competitor,67,50,104,160952,Negotiation,2024-02-07,0,0,new
2173,19,2,6,2,1,1,106624,153983,2023-02-08,2023-02-08,2023-03-11,2023-05-04,0,0,Timing,81,61,25,143497,Negotiation,2023-03-16,1,1,new
2174,156,10,5,3,1,1,241276,130494,2024-01-16,2024-01-16,2024-02-09,2024-04-20,0,1,No Decision,86,57,88,202195,Negotiation,2024-02-28,1,0,new
2175,277,8,7,4,1,1,222312,33766,2023-09-06,2023-09-06,2023-09-15,2023-10-13,0,1,No Decision,55,51,23,20423,Negotiation,2023-12-24,1,1,new
2176,256,2,7,4,1,1,119301,58772,2023-12-24,2023-12-24,2024-03-18,2024-04-25,0,1,Budget,79,23,86,213936,Negotiation,2024-02-15,1,1,new
2177,253,5,6,2,1,1,88898,221450,2023-09-04,2023-09-04,2023-10-05,2023-11-03,0,0,No Decision,29,38,106,205098,Negotiation,2024-01-12,1,0,new
2178,179,8,5,1,1,1,220177,177878,2024-03-31,2024-03-31,2024-05-16,2024-07-27,0,1,Timing,7,94,36,239501,Negotiation,2024-06-05,1,1,new
2179,85,5,1,1,1,1,170938,85946,2023-03-13,2023-03-13,2023-06-02,2023-04-24,1,0,Timing,115,84,23,86308,Negotiation,2023-05-24,1,1,new
2180,233,6,1,1,1,1,186418,156593,2024-08-28,2024-08-28,2024-09-21,2024-11-11,0,1,Timing,78,94,39,29281,Negotiation,2024-09-22,1,0,new
2181,165,8,3,1,1,1,53784,181492,2024-04-09,2024-04-09,2024-05-23,2024-08-06,1,0,Budget,10,79,39,23169,Negotiation,2024-08-03,0,1,new
2182,133,3,5,4,1,1,57118,26646,2023-05-23,2023-05-23,2023-07-29,2023-06-18,0,0,Timing,74,51,41,240193,Negotiation,2023-10-09,1,1,new
2183,176,1,5,3,1,1,20285,174698,2024-03-04,2024-03-04,2024-04-01,2024-06-04,0,1,Timing,84,91,31,58311,Negotiation,2024-07-15,0,1,new
2184,113,6,5,2,1,1,21630,67604,2023-06-08,2023-06-08,2023-08-16,2023-10-06,0,0,Competitor,71,21,83,126219,Negotiation,2023-07-01,1,1,new
2185,43,7,6,2,1,1,231496,127298,2024-09-26,2024-09-26,2024-11-23,2025-01-29,0,1,Timing,44,49,41,108093,Negotiation,2025-02-07,0,1,new
2186,202,9,1,2,1,1,28544,30526,2024-07-30,2024-07-30,2024-10-27,2024-10-11,1,0,Budget,55,56,59,44697,Negotiation,2024-10-13,0,1,new
2187,86,11,5,4,1,1,183550,77683,2023-05-26,2023-05-26,2023-06-14,2023-06-26,0,1,Competitor,55,91,95,177874,Negotiation,2023-09-04,0,1,new
2188,119,11,1,3,1,1,175062,169399,2024-02-25,2024-02-25,2024-05-01,2024-06-24,0,1,Budget,80,33,42,178727,Negotiation,2024-05-31,0,1,new
2189,6,8,7,4,1,1,32118,100146,2024-11-09,2024-11-09,2024-11-14,2025-03-29,0,1,No Decision,115,58,115,233738,Negotiation,2025-03-08,1,0,new
2190,280,4,5,3,1,1,165317,207300,2023-03-28,2023-03-28,2023-06-06,2023-06-07,1,0,Competitor,24,116,21,32571,Negotiation,2023-06-04,1,0,new
2191,166,10,5,2,1,1,31431,126581,2024-12-25,2024-12-25,2025-01-20,2025-02-10,1,0,Timing,114,70,34,18969,Negotiation,2025-02-24,1,1,new
2192,49,12,5,4,1,1,126414,213382,2023-12-18,2023-12-18,2024-03-10,2024-02-14,0,1,Timing,59,22,22,36042,Negotiation,2024-03-01,0,0,new
2193,49,11,5,3,1,1,39644,25204,2024-10-08,2024-10-08,2024-12-16,2024-12-16,0,0,No Decision,31,36,26,123906,Negotiation,2024-12-07,1,1,new
2194,233,12,4,1,1,1,42781,120483,2024-02-21,2024-02-21,2024-05-12,2024-05-30,0,0,No Decision,22,29,21,191744,Negotiation,2024-03-20,0,1,new
2195,213,8,5,2,1,1,20302,22824,2023-06-07,2023-06-07,2023-08-28,2023-10-03,0,1,Budget,42,79,57,82563,Negotiation,2023-10-10,1,1,new
2196,58,12,5,2,1,1,212490,106292,2023-07-30,2023-07-30,2023-09-27,2023-12-01,0,0,Timing,67,69,115,106951,Negotiation,2023-12-04,0,0,new
2197,22,8,1,1,1,1,109630,177763,2023-05-11,2023-05-11,2023-06-10,2023-07-06,0,0,No Decision,39,102,84,178835,Negotiation,2023-09-06,1,1,new
2198,85,8,6,4,1,1,87628,38090,2024-01-26,2024-01-26,2024-04-18,2024-05-25,0,1,Competitor,38,67,93,159247,Negotiation,2024-03-30,1,1,new
2199,250,2,5,2,1,1,40593,66809,2024-08-14,2024-08-14,2024-08-31,2024-10-15,0,1,No Decision,58,99,113,210405,Negotiation,2024-11-10,0,1,new
2200,62,12,4,1,1,1,177004,194306,2024-11-06,2024-11-06,2024-12-23,2024-12-17,0,1,No Decision,72,98,24,130870,Negotiation,2025-02-15,1,0,new
2201,59,3,3,3,1,1,245928,73376,2024-08-28,2024-08-28,2024-10-12,2024-11-15,0,0,Timing,37,7,42,99778,Negotiation,2024-12-23,0,0,new
2202,204,4,7,1,1,1,28030,48403,2024-03-25,2024-03-25,2024-04-24,2024-07-02,0,1,Competitor,47,73,39,242981,Negotiation,2024-04-30,1,1,new
2203,291,10,2,2,1,1,43249,29506,2024-06-04,2024-06-04,2024-08-07,2024-09-03,1,0,Budget,114,52,27,33470,Negotiation,2024-09-17,0,1,new
2204,123,3,6,1,1,1,217577,226468,2024-08-01,2024-08-01,2024-08-21,2024-09-13,0,0,Competitor,87,114,39,31579,Negotiation,2024-11-12,0,1,new
2205,155,8,6,1,1,1,26642,243608,2023-09-22,2023-09-22,2023-10-24,2024-01-08,1,0,Budget,47,5,61,208235,Negotiation,2024-02-03,0,0,new
2206,222,7,3,2,1,1,80739,114326,2024-06-26,2024-06-26,2024-07-17,2024-08-31,0,0,Budget,109,50,68,239217,Negotiation,2024-09-02,1,0,new
2207,52,7,6,4,1,1,56943,49356,2023-04-05,2023-04-05,2023-06-03,2023-07-22,1,0,No Decision,115,7,51,101263,Negotiation,2023-05-26,1,1,new
2208,283,10,1,1,1,1,18019,239614,2023-05-21,2023-05-21,2023-07-01,2023-09-24,0,1,No Decision,43,54,115,136402,Negotiation,2023-08-18,1,1,new
2209,70,1,5,1,1,1,59226,19492,2024-01-16,2024-01-16,2024-01-22,2024-05-27,0,0,No Decision,7,41,18,85794,Negotiation,2024-04-21,1,1,new
2210,301,11,2,2,1,1,223612,105451,2023-11-16,2023-11-16,2024-02-08,2024-03-09,1,0,Timing,27,52,49,175997,Negotiation,2024-02-17,1,1,new
2211,227,11,4,4,1,1,39491,42625,2023-08-21,2023-08-21,2023-11-08,2023-11-17,0,0,Competitor,71,70,109,160772,Negotiation,2023-12-19,1,0,new
2212,280,10,5,1,1,1,32127,170195,2024-12-13,2024-12-13,2024-12-26,2025-01-13,0,1,Budget,63,26,74,108093,Negotiation,2025-01-15,1,1,new
2213,118,4,6,4,1,1,24618,109948,2024-03-08,2024-03-08,2024-03-27,2024-05-16,0,1,Timing,117,40,78,43729,Negotiation,2024-04-30,0,1,new
2214,211,1,5,3,1,1,68504,185979,2023-06-20,2023-06-20,2023-07-26,2023-07-16,0,1,Budget,63,34,12,97709,Negotiation,2023-08-09,1,1,new
2215,276,2,6,2,1,1,79663,94231,2023-05-10,2023-05-10,2023-07-22,2023-07-20,0,1,Competitor,23,93,97,99559,Negotiation,2023-09-10,1,1,new
2216,68,5,6,4,1,1,104270,160241,2024-01-30,2024-01-30,2024-04-12,2024-03-19,1,0,No Decision,110,39,48,158737,Negotiation,2024-03-25,1,1,new
2217,256,11,1,1,1,1,54171,53140,2024-05-08,2024-05-08,2024-08-06,2024-06-25,0,0,No Decision,84,35,15,91101,Negotiation,2024-08-22,0,1,new
2218,298,10,1,4,1,1,18865,119093,2023-01-25,2023-01-25,2023-04-17,2023-03-26,0,0,No Decision,30,67,107,205139,Negotiation,2023-03-09,0,1,new
2219,72,3,6,3,1,1,64447,124559,2024-12-26,2024-12-26,2025-01-18,2025-03-31,1,0,No Decision,98,46,21,201657,Negotiation,2025-02-24,1,1,new
2220,41,6,2,3,1,1,39863,33422,2024-11-29,2024-11-29,2024-12-19,2025-01-30,0,0,Budget,58,84,78,224874,Negotiation,2025-03-16,0,0,new
2221,301,7,1,1,1,1,44598,15317,2024-12-17,2024-12-17,2025-01-04,2025-03-23,0,1,Budget,51,55,68,106460,Negotiation,2025-01-16,0,1,new
2222,205,11,5,4,1,1,213501,172924,2023-09-08,2023-09-08,2023-11-29,2023-09-29,0,1,Timing,8,13,113,84928,Negotiation,2023-12-22,1,1,new
2223,242,3,7,4,1,1,115045,226351,2023-07-13,2023-07-13,2023-09-12,2023-11-23,1,0,Budget,78,60,11,187800,Negotiation,2023-11-25,0,1,new
2224,253,3,6,3,1,1,33732,26770,2024-11-04,2024-11-04,2024-12-20,2025-03-07,0,0,Budget,65,7,43,78216,Negotiation,2024-12-03,1,1,new
2225,63,4,5,3,1,1,152689,199584,2024-07-12,2024-07-12,2024-08-08,2024-09-22,1,0,Competitor,82,99,67,53138,Negotiation,2024-09-28,0,1,new
2226,258,2,6,2,1,1,19211,29745,2024-05-15,2024-05-15,2024-06-03,2024-07-30,0,1,Competitor,50,76,100,26980,Negotiation,2024-08-18,1,1,new
2227,141,4,5,4,1,1,39061,122971,2023-10-30,2023-10-30,2023-12-16,2023-12-18,1,0,Timing,78,35,66,20476,Negotiation,2023-12-25,1,1,new
2228,94,1,2,2,1,1,239538,55785,2023-02-20,2023-02-20,2023-04-25,2023-03-29,0,1,Budget,59,58,107,153514,Negotiation,2023-05-13,0,1,new
2229,205,6,5,3,1,1,138016,179785,2023-03-27,2023-03-27,2023-05-13,2023-06-01,0,0,Budget,15,19,49,87002,Negotiation,2023-05-12,1,0,new
2230,237,6,6,3,1,1,139539,110794,2023-02-16,2023-02-16,2023-03-24,2023-05-12,0,0,Competitor,15,45,65,178286,Negotiation,2023-06-18,0,0,new
2231,225,5,4,1,1,1,229707,189469,2024-10-14,2024-10-14,2024-11-15,2025-02-10,1,0,Budget,99,12,58,171132,Negotiation,2025-02-21,1,0,new
2232,310,9,3,1,1,1,69251,20428,2024-12-21,2024-12-21,2025-01-18,2025-03-07,0,0,Budget,34,46,12,16716,Negotiation,2025-02-03,1,1,new
2233,203,12,2,2,1,1,15236,240160,2023-04-02,2023-04-02,2023-05-24,2023-06-30,1,0,Timing,52,114,57,27967,Negotiation,2023-08-05,0,1,new
2234,210,1,1,2,1,1,41424,72252,2023-09-08,2023-09-08,2023-10-21,2023-11-25,1,0,No Decision,105,116,118,16286,Negotiation,2023-10-17,1,0,new
2235,74,7,5,4,1,1,209502,239369,2023-01-23,2023-01-23,2023-02-24,2023-02-22,0,0,Competitor,43,37,40,122671,Negotiation,2023-03-04,1,1,new
2236,253,3,5,4,1,1,185119,69191,2023-03-20,2023-03-20,2023-04-10,2023-07-25,0,1,Timing,96,6,69,86353,Negotiation,2023-07-29,1,0,new
2237,191,8,2,3,1,1,35804,38524,2024-03-02,2024-03-02,2024-05-18,2024-04-15,0,0,Budget,105,96,89,31072,Negotiation,2024-07-11,0,0,new
2238,13,7,6,2,1,1,187745,210157,2024-08-30,2024-08-30,2024-09-12,2024-10-15,1,0,Competitor,90,110,66,83896,Negotiation,2024-10-08,1,1,new
2239,29,2,4,4,1,1,40806,168012,2023-10-22,2023-10-22,2023-11-15,2024-02-23,1,0,Timing,7,7,99,39302,Negotiation,2023-11-23,1,0,new
2240,214,2,5,2,1,1,70720,44291,2024-08-30,2024-08-30,2024-11-01,2024-09-24,0,1,No Decision,83,98,84,35594,Negotiation,2024-12-01,0,1,new
2241,242,6,5,3,1,1,75803,244567,2024-09-11,2024-09-11,2024-10-22,2024-12-25,1,0,Competitor,35,86,97,37236,Negotiation,2024-10-25,1,1,new
2242,57,6,5,2,1,1,129991,213507,2024-02-26,2024-02-26,2024-03-20,2024-06-03,0,1,Competitor,120,92,53,25851,Negotiation,2024-03-29,1,0,new
2243,96,5,5,4,1,1,47209,211302,2024-11-28,2024-11-28,2024-12-18,2025-03-30,0,1,Competitor,46,13,31,84087,Negotiation,2025-01-08,1,0,new
2244,117,2,5,3,1,1,106408,35179,2024-01-01,2024-01-01,2024-02-19,2024-03-21,1,0,Budget,54,33,118,30111,Negotiation,2024-04-11,1,1,new
2245,189,11,6,1,1,1,22728,191230,2023-11-18,2023-11-18,2023-12-04,2023-12-27,0,1,No Decision,11,24,55,33196,Negotiation,2024-01-31,0,1,new
2246,15,3,7,3,1,1,41418,30493,2023-03-15,2023-03-15,2023-05-28,2023-05-03,0,1,Timing,54,109,116,237400,Negotiation,2023-05-16,0,1,new
2247,211,5,6,4,1,1,210597,246090,2023-08-06,2023-08-06,2023-08-13,2023-11-11,0,0,No Decision,119,72,117,19318,Negotiation,2023-12-01,0,1,new
2248,156,11,6,1,1,1,148787,185606,2023-10-09,2023-10-09,2023-12-05,2023-12-26,0,1,Timing,97,51,116,37208,Negotiation,2023-11-24,1,1,new
2249,245,8,6,3,1,1,126317,23158,2024-09-02,2024-09-02,2024-11-25,2024-12-29,0,0,Competitor,55,103,46,163415,Negotiation,2024-11-11,0,0,new
2250,217,4,6,4,1,1,124051,27021,2023-08-03,2023-08-03,2023-08-16,2023-10-24,0,0,Budget,25,65,113,244173,Negotiation,2023-09-19,1,1,new
2251,71,1,5,3,1,1,59746,93082,2023-07-10,2023-07-10,2023-10-01,2023-08-03,1,0,No Decision,94,28,26,17586,Negotiation,2023-10-31,0,0,new
2252,319,6,7,3,1,1,20215,47994,2023-02-19,2023-02-19,2023-04-30,2023-03-11,1,0,Budget,47,117,61,49474,Negotiation,2023-04-08,1,0,new
2253,51,5,5,2,1,1,182265,80324,2024-02-27,2024-02-27,2024-05-01,2024-05-28,0,1,Budget,80,31,100,37313,Negotiation,2024-03-29,0,0,new
2254,153,10,2,4,1,1,144427,36349,2023-03-04,2023-03-04,2023-04-14,2023-04-26,0,1,Timing,12,55,88,113526,Negotiation,2023-03-27,1,1,new
2255,80,3,5,3,1,1,30002,129621,2024-10-06,2024-10-06,2024-11-26,2025-02-07,1,0,Competitor,22,100,47,37694,Negotiation,2024-12-18,1,1,new
2256,32,9,7,4,1,1,22433,147128,2023-11-12,2023-11-12,2024-01-28,2024-01-25,0,1,No Decision,99,30,9,234601,Negotiation,2023-12-05,1,1,new
2257,206,1,5,4,1,1,26572,39582,2024-07-04,2024-07-04,2024-09-13,2024-11-11,1,0,No Decision,24,102,19,133078,Negotiation,2024-09-22,1,1,new
2258,295,3,1,2,1,1,24900,157961,2023-04-02,2023-04-02,2023-06-04,2023-06-18,1,0,Budget,109,108,79,246380,Negotiation,2023-08-16,1,1,new
2259,127,7,7,1,1,1,33732,68345,2024-06-28,2024-06-28,2024-07-10,2024-11-02,1,0,No Decision,8,101,55,47504,Negotiation,2024-08-07,0,1,new
2260,50,1,6,4,1,1,31990,234984,2023-07-28,2023-07-28,2023-09-06,2023-08-28,1,0,Timing,108,64,46,227843,Negotiation,2023-11-17,0,0,new
2261,241,5,4,3,1,1,22971,88885,2023-03-18,2023-03-18,2023-04-13,2023-05-02,1,0,Competitor,24,117,87,155299,Negotiation,2023-07-20,0,0,new
2262,94,2,4,4,1,1,25783,213884,2023-08-23,2023-08-23,2023-09-23,2023-10-30,0,0,Competitor,71,65,42,242479,Negotiation,2023-12-30,1,0,new
2263,57,6,1,2,1,1,98803,103420,2024-06-24,2024-06-24,2024-07-22,2024-10-23,1,0,No Decision,64,46,63,165633,Negotiation,2024-07-26,0,1,new
2264,37,2,6,4,1,1,29986,22006,2024-05-30,2024-05-30,2024-07-23,2024-08-16,1,0,No Decision,57,80,82,98463,Negotiation,2024-09-16,0,0,new
2265,31,4,4,1,1,1,70920,25816,2024-06-14,2024-06-14,2024-07-18,2024-09-16,0,1,No Decision,101,100,62,36847,Negotiation,2024-10-26,0,0,new
2266,185,5,5,2,1,1,243961,98223,2024-08-24,2024-08-24,2024-11-19,2024-11-21,1,0,Timing,96,49,43,38561,Negotiation,2024-12-16,1,1,new
2267,161,9,5,3,1,1,214365,68347,2023-01-21,2023-01-21,2023-02-19,2023-03-30,0,0,Competitor,23,19,103,92322,Negotiation,2023-04-30,1,0,new
2268,282,12,7,1,1,1,91725,168088,2023-02-10,2023-02-10,2023-03-13,2023-06-12,1,0,No Decision,103,39,55,131322,Negotiation,2023-03-04,1,1,new
2269,130,5,5,2,1,1,34356,140484,2024-03-02,2024-03-02,2024-04-20,2024-06-30,0,1,Competitor,15,15,80,50109,Negotiation,2024-06-05,0,1,new
2270,69,2,1,1,1,1,203710,24212,2024-09-01,2024-09-01,2024-11-28,2024-11-16,0,1,Budget,40,47,114,17151,Negotiation,2024-12-11,0,0,new
2271,191,5,4,3,1,1,209161,218425,2023-06-27,2023-06-27,2023-09-23,2023-09-09,0,1,No Decision,64,104,77,97452,Negotiation,2023-11-14,1,1,new
2272,18,12,5,1,1,1,33748,184986,2024-04-27,2024-04-27,2024-06-29,2024-05-27,0,0,Budget,53,48,32,131148,Negotiation,2024-07-31,1,1,new
2273,269,1,6,2,1,1,76633,37093,2023-06-17,2023-06-17,2023-07-17,2023-10-25,0,0,No Decision,55,62,52,42140,Negotiation,2023-07-19,1,0,new
2274,230,12,6,4,1,1,46457,79685,2023-10-10,2023-10-10,2024-01-02,2023-12-17,0,1,Budget,37,73,13,20504,Negotiation,2023-11-09,1,1,new
2275,275,12,2,1,1,1,18871,88901,2024-06-09,2024-06-09,2024-07-15,2024-06-30,1,0,Timing,6,75,23,247573,Negotiation,2024-07-06,0,1,new
2276,317,9,7,4,1,1,29796,34097,2023-05-23,2023-05-23,2023-07-11,2023-06-23,1,0,Budget,53,89,92,236547,Negotiation,2023-09-04,1,1,new
2277,181,5,6,4,1,1,130523,236317,2023-11-06,2023-11-06,2023-12-19,2023-12-05,0,0,Budget,98,13,76,79499,Negotiation,2024-01-07,0,1,new
2278,269,12,2,2,1,1,80510,215071,2024-01-04,2024-01-04,2024-03-24,2024-02-13,1,0,Timing,117,98,110,225955,Negotiation,2024-03-13,1,1,new
2279,149,4,5,2,1,1,41797,80479,2024-04-16,2024-04-16,2024-07-01,2024-06-14,0,0,Budget,35,61,54,193497,Negotiation,2024-07-11,1,1,new
